,Commit Message,HOW,Quality attributes changes,Code smells,Other,WHY,WHERE,WHAT,After fixing a bug,Before releasing the code,During code review ,After introducing major functional changes,WHEN,WHO,Severity/Importance of the fixed problem,Benefits from the introduced changes ,,,,Nbr components,
415,JERSEY-1571: Relaxing check for not suspended @GET annotated method returning void.,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,,,,6,
416,[BACKLOG-9357] - Message that row limit is reached is not shown in case report is reduced to 1page,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,,,,6,
417,Started work for repair beatrix test,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,,,,4,
418,Moving VQSR v1 to core.,1,1,1,0,1,1,1,,0,0,1,1,0,1,1,,,,7,
419,Add Redis 1.6 dump and restore commands to Connections,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,,,,6,
420,Moved PathSpecParser to resources-addon,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,,,,6,
421,closing features #5066 and #5166 Fixing bug relative to Yohann's feedback...,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,,,,6,
422,FIXED - bug 181843: Create a Refactoring-History for the CDT Refactorings https://bugs.eclipse.org/bugs/show_bug.cgi?id=181843,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,,,,5,
423,closes #70 fix content-disposition header for RPMs for better filename setting in browser downloads. f.txt as default filename came into project by a security fix in Spring Framework https://jira.spring.io/browse/SPR-13548,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,,,,6,
424,ISIS-993: working towards getting dynamic reloading working smoothly - not there yet.,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,,,,6,
425,WICKET-4914 Websocket broadcast support does not work with OSGi,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,,,,6,
426,fix broken mq demos; I moved connection factory to mq-fabric module and deleted mq-fabric-cf one. By doing this we are sure fabric discovery is there when we need it,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,,,,5,
427,"XWIKI-3441: Review the font plugin * Font family and font size can be changed, but they are not yet detected",1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,,,,4,
428,"Introduce terms data"" and ""text"" commands""",1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,,,,5,
429,alternate parsing approach,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,,,,5,
430,HBASE-11657 Put HTable region methods in an interface (Carter Page),0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,,,,5,
431,o adding in some changes before moving to the trunk,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,,,,5,
432,ROO-1337: Post 1.1.3.RELEASE code refactor and clean up - code cleanup,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,,,,6,
433,Moved Vigilancies to a separate module,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,,,,5,
434,use NumberPattern preferences for names of new positions,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,,,,5,
435,update to sos calsses to improve readability,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,,,,5,
436,OGM-783 [Neo4j] Use the DSL for existing mapping tests,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,,,,6,
437,Remove data source property from process engine builder,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,,,,5,
438,- Added /rcsel target - selecting chips by pointing at them and /rcsel world <world> â€¦ <world> - select all chips in specified worlds. - Added /rctool <material> - sets the chip probe tool material and /rctool clear for removing all tools.,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,,,,6,
439,Added keystore type and truststore type to rabbit properties,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,,,,4,
440,"Moved RunH1 from server"" package/dir to ""h1server""""",1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,,,,7,
441,Renamed package proxy to rest,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,,,,3,
442,Refactor matrix methods that take factories,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,,,,5,
443,Add HBaseDbHarness for using HBase as backing storage for a datacube,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,,,,6,
444,Remote access vpn: method name change,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
445,Move to TLP: bulk rename of packages/artifacts/...,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
446,Gson support added,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,
447,"integration tests now point to private endpoint, not public one",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,,,2,
448,HBASE-5615 Avoid byte buffer allocations when reading a value from a Result object (Tudor Scurtu),1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,,,,5,
449,Added a temporary method to ask a ha db if it currently is a master or not,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,
450,move csp1 inlining rules into their own classes. clean things up (#1113),1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,,,,5,
451,Extract common functionality in a parent class.,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,,,,3,
452,OOZIE-1818 CoordMaterializeTransitionXCommand verifyPrecondition doesn't verify current time,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,,,,4,
453,Rename AbstractArtifactCollector into AbstractArtifactCollectorFacade,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,4,
454,New Avaje/SQL DAO that keeps everything in memory.,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,,,,3,
455,"javadoc assist: core takeover, bug fixes, test adaption  - share CompletionProposalLabelProvider between all proposals  - label provider can change behavior based on the context (for javadoc):    - types are displayed erased    - methods get no parameter names, but properly lower bounded parameter types",1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,,,,4,
456,Rewrote netty HTTP header decoder to be garbage free.,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,,,,5,
457,Advanced collection feature development,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,2,
458,Refactored: avoid *Impl / EntityInfoImpl,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,,,,4,
459,Add some synch blocks around some of the variables that could be set/read on multiple threads,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,4,
460,content assist parameter hint improvements,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,4,
461,Added the ability to display also the following statutes on maps: admindown testing unknown,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,2,
462,Fix #1568 Add option for minimum edge width in preview mode,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,2,
463,Add Deviations class to help with logging validation failures,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,,,,4,
464,[misc] Temporarily fix tests (until XWiki space is completely marked as technical).,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,,,,2,
465,renamed BandMathsMultiLevelImage to VirtualBandMultiLevelImage,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,,,4,
466,Added better exception handling for record commands. Now moho propagates the media exception information when something wrong happens and we populate properly the record complete event.,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,4,
467,experiment with flow control for mysql,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
468,Engine API trace log,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
469,"Rename tests slightly for clarity. Move AccessControlManagerTest, whihc doesn't actually currently test anything about access control, up a package level. refs #100063",1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,,,,6,
470,"added a few utility methods, sqlWhereClauseStringForKey() can now handle key paths",0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,4,
471,"MONDRIAN: Allow evaluation of distinct-count measures over compound members; that is, calculated members formed using 'Aggregate(member, ...)'.     Move class GroupByGroupingSets to its own java file and rename to GroupingSetsList.",1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,,,,6,
472,[UNDERTOW-141] Add a test case to test SPNEGO with a fallback to BASIC authentication.,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,,,,5,
473,"Big UIKit cleanup (method name changes, global value wrappings, notification helper classes...) #478.",0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,,,,5,
474,"Final updates before launch.  Pretty messy, but functional.",1,1,0,0,1,0,0,,1,,,1,0,1,0,,,,4,
475,DDF-1618: Address left over comments from original SolrCloud PR (#1476),0,,1,,1,1,0,0,0,0,0,0,1,0,0,,,,3,
476,OPENNLP-641 Added new method to detect the trainer type to Trainer Factory and updated Name Finder ME to use it,1,1,,,1,1,1,0,0,0,,0,0,0,0,,,,4,
477,CSPACE-5678: Added support for doctype extending from base type.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
478,Pulled out transaction unlock method. Improved tx map test method names.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
479,fix for test failure caused by fix for Bug 186917 [WorkbenchLauncher] [RCP] regression: WorkbenchAdvisor.preStartup() not called on the UI thread anymore,1,,,1,1,1,1,1,,,,1,0,1,1,,,,7,
480,Remove unnecessary processing steps SPI,1,,,1,1,1,1,0,0,0,0,0,0,0,0,,,,4,
481,"Move most code to NCPCore, removes NCPCompat.",0,1,,,1,1,0,,,,,0,0,0,0,,,,2,
482,clean up getClasspath() things,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
483,Extract common logic of executing RefreshViolationsWorker.,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,3,
484,"Again, let Lucene do the heavy lifting for us",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
485,Refactored: moved SuiteListener specific tests from IpcProtocolTest to SuiteListenerEncodingTest,1,,,1,1,1,1,,,1,,1,0,0,0,,,,5,
486,Renaming JWE key decryption interfaces to make the names consistent with encryption ones,1,1,,,1,0,0,0,0,0,0,0,0,0,1,,,,3,
487,Added getPublicWindowOpenerURI(),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
488,Rename some methods for clarity.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
489,merge fix (fixes merge test #137): URL merges incorrectly reverse-merge mergeinfo for merge target.,0,,1,,1,0,0,0,1,0,0,1,0,0,1,,,,3,
490,HIVE-10846. LLAP: preemption in AM due to failures / out of order scheduling. (Siddharth Seth),1,1,,,1,1,1,0,0,0,0,0,1,1,1,,,,7,
491,JBEHAVE-1045:  Tidy up.  Ensured test results should not depend on the order of the steps classes found.,1,1,,,1,0,0,0,0,0,0,0,0,0,0,,,,2,
492,"Refactored annotations to accommodate different types of sources (field, level, etc).",0,,1,,1,0,0,0,0,0,0,0,0,0,0,,,,1,
493,"Reduces the number of indexes to one, i.e. no separate fulltext, keyword and spatial indexes any more, fixes rebuild index command performance, removes selection of rule-based query planner in cypher statements, adds a test for SourceId and TargetId property types.",1,,1,,1,1,1,0,0,0,0,0,0,1,1,,,,6,
494,Bug 354797: TreeMapper example extension for Nebula example view,0,0,0,0,0,1,0,1,,,,1,0,0,0,,,,2,
495,Switched to store all in DB. Added draft of new object to store results.,0,1,,,1,1,1,0,0,0,0,0,0,0,0,,,,3,
496,Make WG ssh data protocol more portable (#491).,1,1,,,1,1,1,0,0,0,0,0,1,0,1,,,,6,
497,TrackMate_: stub of a second spot segmenter,0,,,,0,1,0,0,0,0,0,0,0,0,0,,,,1,
498,Enable extensions to built-in codex types to allow site-specific customization. Make constructors on provided Codex types no-arg protected methods. Move injections to package-protected inject() methods.,1,1,,,1,1,1,0,0,0,1,1,0,0,0,,,,5,
499,Moved recent changes into cometd-163 branch for review.,1,,,1,1,1,1,0,0,1,0,1,0,0,1,,,,6,
500,Fix flip/rotation for cells when yUp = false,0,,,1,1,1,0,0,0,0,0,0,0,0,0,,,,2,
501,Polish the WS-Discovery sample a bit.  Add a README,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,3,
502,Changes in the parser and utility interaction. Ready for the first test.,1,1,,,1,1,1,0,0,0,0,0,1,0,0,,,,5,
503,MAPREDUCE-1954. svn merge -c r1167061 --ignore-ancestry ../../trunk/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
504,[i18n] Update bundle i18n information,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
505,"XWIKI-5741: Add the ability to apply predefined custom styles * Also refactored CSS rules from RichTextArea.css that were using the XWiki-specific .main"" class.""",0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,4,
506,"TEZ-1863. Container, node, and logs not available in UI for tasks that fail to launch (jeagles)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
507,fix(engine): code cleanup + additional test cases,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,,,,2,
508,Add test for the Wps Service.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
509,DATAMONGO-1189 - MappingMongoEntityInformation no uses fallback identifier type derived from repository declaration.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
510,Bug 334946 - support multiple users per file,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,,,3,
511,Major tidy up of the main TARDIS class,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,,,3,
512,Issue #1671 asymmetric trailer usage on MetaData.Request,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
513,GTNPORTAL-1575: Add gatein rhq support for as7   - Register portal resources   - Register application and site resources w/ statistic metrics,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,,,3,
514,Made NodeImpl no longer implement Node and RelationshipImpl not implement Relationship.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,1,
515,"Got bitten by the source string"".indexOf(""thing you're looking for"") > 0 again.  S/b >= 0.""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
516,Mongo driver version 3.x support,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,,,,4,
517,Optimize generated gcc-code for 'aligned' pointer access,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,,,,4,
518,Catch up to PXE trunk. Remove old PXE service framework (SFWK) New JCA modules for PMAPI,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,3,
519,HTTPCORE-109:  * Made SessionSet synchronized * Refactored protocol integration test,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,
520,First tries to assign all possible hours without using overtime,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
521,Extracting constant to base class,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
522,"additional improvements for exposing boot apps via ngrok, works now with multiple ngrok processes and shuts ngrok down when app is stopped",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,2,
523,move initialization of properties in the mailer to the constructor rather than the send method and added the requisite getters/setters so that the implementor can make adjustments if necessary.,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,,,,6,
524,refactored plugin to support triggering from different sources such as the github-sqs-plugin,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,,,3,
525,Move ruby into own sub-module,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
526,integration testing work; continuing to move artifacts into test project,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
527,FUSETOOLS-1195 - Provide possibility to filter Templates based on Camel version selected,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,,,3,
528,Improved unit test for Util.deleteFile(File) Added unit test for Util.deleteRecursive(File),0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,2,
529,rename ConcurrentFileSystemMasterDeleteTest.java to ConcurrentDeleteIntegrationTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
530,Added new method to ResourceConfig to get the set of provider classes. Scanning now includes classes annotated with @Provider.  Things are not yet hooked up to process @Provider annotated classes.,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,,,,2,
531,more utilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
532,brief documentation for PredictiveModelOptimizer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
533,remove jsonbuilder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
534,Java packages refactoring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
535,introduced complete flags to save speed; fixed bugs in bidijstra; fixed bug in oneway parsing; fixed minor bug in MemoryGraphSafe,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,,,,4,
536,JBRULES-1510 RightTuple merge for asymmetrical Rete propagations -Fixed ObjectTypeNode and ObjectTypeNodeTest,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,,,,3,
537,Refactored method,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
538,Refactored and renamed ExtensibleTypeInferrringSerializer to use map internally and allow for easy addition of new serializers.,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,4,
539,o Adding a plugin interface. o Adding a plugin manager. o Adding logging for the plugins. o Adding a console logger. o Moved cli stuff from the Modello class into ModelloCli. o Adding ModelloException and ModelloRuntimeException. o Moved a lot of the stuff from AbstractGenerator into ModelBuilder.,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,3,
540,Removed the need for an Adapter. Made the behind view a subclass of the above view. That is not working 100% correctly yet.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,2,
541,Comment-out failing test.  See bug #1633.,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,4,
542,HSEARCH-1111 Improve Spatial bridges,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,
543,"moved jdbc into new project, adjusted for 0.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
544,Partial Idea inspection cleanup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
545,Fix #115: add TuplesVeryLargeTable,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,2,
546,Small improvement of test,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,
547,FIXED - bug 171109: [DataBinding] Reasonable validation policy defaults https://bugs.eclipse.org/bugs/show_bug.cgi?id=171109,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,,,,2,
548,Compute request and body together and wrap them into NettyRequest,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,
549,additional utilities & minor changes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,
550,Updates for opennlp-1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
551,Method name and return type refactored,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
552,Removed input/output stream support.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
553,Add component library classes @bug W-1848333@ Compile classes and only minify JSON @bug W-1848336@ Resolve library ordering @bug W-1643531@ Fix library external dependencies @bug W-1570117@ Create aura:library shim @bug W-1893470@ @P4CL:11194815@,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,,,,5,
554,1) Refactor/add some methods in the TripPositionService 1) Whitespace,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,2,
555,"[PLAT-3190] View compilation cache shared by all workers for a process, with per-process exclusion to the build and caching process.",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,2,
556,Moved description panel to base package.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
557,added missing unary operator and added some tests,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,2,
558,"defun, eval-kl, empty lists",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
559,[CXF-6887] Handle multiple busses and avoid NPE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,
560,Finished Custom Rewards API,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,,,,3,
561,almost got a basic FAB working; just need to include the bundle-classpath jars inside the generated FAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
562,MAPREDUCE-6148. Exposed the internal MapReduce job's information as a public API in DistCp. Contributed by Jing Zhao.,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,2,
563,fixed min/max commit handling.,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,1,
564,Access Control: create account via GUI (#161).,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,,,,5,
565,o Java 1.5 upgrade. Generified some stuff,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,,,,2,
566,"Moving some of the data sharding around. A new shard catagory now exits, INTERVAL.  This saved a lot of code that was mirroring the same approach in both the read and locus shard strategies.  ",0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,,,,2,
567,fix(CI): temporary disabling testcase,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,,,,4,
568,DATAGRAPH-651 - Correct use of query and execute from @Query methods.,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,,,,3,
569,Rename getLatestVersionAfterInterest -> latestVersionAfterInterest.,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,,,,4,
570,Add retry support.,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,1,
571,o Moved the toolchains into the core to allow proper testing of the core,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,,,,3,
572,fix for tag attribute issue + part implementation of ##'d values between tags.,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,,,,2,
573,Changed ContentType parameter from ContentType.class to String.class,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,,,,4,
574,4717 - DCR: FileDialog to use overwrite prompt (1GFDH0D) - change API name to set/getOverwrite,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,,,,3,
575,move extension stuff to sub folder,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,,,,3,
576,Fix for the new onInitialize code. MarkupContainer initialize() was creating loops in loops in loops because the entry point (initialize method) also created a visitior and calls then the entry point (initialize) again on those children (including children of the children). This does go wrong (or slow) in an exponential way.,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,,,,6,
577,"Prepare ZFrame for adding put, get methods per type",0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,,,,2,
578,"349063: [CA] any CA for properties and methods in some cases in ZF, the order of methods call is important ( e.g. Zend_Dojo_Form_Element_DateTextBox and CA methods declared in Zend_Dojo_Form_Element_DateTextBox class ) https://bugs.eclipse.org/bugs/show_bug.cgi?id=349063",0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,,,,2,
579,Fixes FCREPO-675 (Implement getDatastreamHistory on REST API),0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,,,,1,
580,Straightened out confusing use of ObjectIndex when options were actually being set on ObjectField - bug fix.,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,,,,3,
581,"MIFOS-5663 add new permission to import loans and savings, work on acceptance test",0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,,,,2,
582,"Add PDF citation information as a table, other formatting improvements",0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,,,,2,
583,moving rules to own file,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,1,
584,more async tests,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,,,,1,
585,SONARJAVA-1830 Exclude RSPEC-1970 scope from RSPEC-1699. (#1004),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,1,
586,Introduce new builder API for configuring database cluster. Convert xml parsing from JAXB to StAX.,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,,,,5,
587,"rename (pagebase -> pagebased) package, class, and folder.",0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,,,,3,
588,Can run tests on one machine against simulator on another,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,,,,4,
589,Forgot to rename file in hg.,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,,,,4,
590,major improvements in functionality:  - ability to serialize anything implementing Writable - ability to handle special symbols,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,,,,4,
591,SPI is live for Operations and Commands. some unit test fixes.,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,,,,2,
592,SONARJAVA-1183 Add hardcoded method behaviors (#1469),0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,,,,3,
593,SONARJAVA-1535 Avoid type substitution in wildcards with fall back on erasure,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,,,,2,
594,"Reverted the change from version 1.0.4. Response of a store_read and store_modify no longer automatically wrapped inside a ExtDirectStoreResponse object.  Changed the way a crud request is handled. It should no longer be necessary to use root, allowSingle or listful",1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,,,,7,
595,tidy code for easier maintenance,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,3,
596,remove test that needs 1.6 jre,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,1,
597,feat(engine): user operation log for job priority changes,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,,,,5,
598,CAY-1345 Own template renderer as a replacement for Velocity   - additional test and fixes,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,,,,7,
599,Refactored remaining 'repositories' into *Masters and *Sources.  Moved stuff into more appropriate packages.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,1,
600,repair restriction app bug,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,,,,5,
601,"jersey-grizzly1: experimental -> stable area, some tests added, still a lot todo (need some help from the grizzly1 side)",1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,,,,4,
602,[REQS-718] Adding support for trades on forward rate agreements,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,,,,7,
603,added configurable cost to ride mobs,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,,,,6,
604,PIA-1573 Implementert autorisering mot Altinn for forsendeler til organisasjon.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
605,"https://issues.jboss.org/browse/JBIDE-7005, message field has been moved down by class hierarchy",1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,,,,5,
606,empty annotation if message is empty,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,3,
607,SONARCLIPS-407 Refactor server configuration,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,,,,5,
608,Fix a HankSmartClient bug that would cause clients to not reconnect when a host changes rings (which causes the underlying Host object to become invalid). Greatly simplified the connection cache reloading code in the process.,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,,,,7,
609,Extracted Placr into the common package. Renamed methods and did doc.,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,,,,4,
610,"Renaming LibvirtConnectionWrapper to LibvirtUtilitiesHelper   - Gave it a better, more suggestive, name since I now added other methods to the class.   - It makes easier to mock objects and get a better coverage of the classes",1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,5,
611,Sanitize SnapshotDao - Rename all select methods to begin with 'select' - Remove no more used method,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,,,,7,
612,"Made ContainmentPredicate only do one thing so it no longer needs to be abstract, and used the Predicates.not function to reverse it when necessary.",1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,,,,7,
613,RESOLVED - bug 165408: [Discovery][Composite] Make CompositeService*ContainerEvent public API https://bugs.eclipse.org/bugs/show_bug.cgi?id=165408,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,,,,5,
614,"Changed the structure of exploration mode.  Now the  viewer knows whenit is running in explortation mode, and the user can control whether to show exploration options via the configuration file, or via the Ctrl modifier when bringing up the options.",1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,,,,7,
615,JS-151 Made RtoL scripts and languages a resource rather than a hard coded list. Changed NetUtil.listByIndexFile to allow comments anywhere. Fixed more bugs. Added more tests.,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,,,,7,
